Season,Team,PPG,FG%,FG3%,FT%,OR_per_game,DR_per_game,Ast_per_game,TO_per_game,Stl_per_game,Blk_per_game,PF_per_game,Road_Wins,ConfAbbrev,TeamName,TotalD1Seasons,Seed,CoachName,Qualified
2014,1338,72,46,36,71,12,24,16,11,7,3,18,12,acc,Pittsburgh,39,X09,jamie_dixon,1
2014,1339,75,46,39,74,11,25,15,12,6,4,20,5,wcc,Portland,39,,eric_reveno,0
2014,1340,72,46,36,73,9,21,13,12,6,2,19,5,big_sky,Portland St,25,,tyler_geving,0
2014,1341,69,41,34,65,12,22,10,14,7,3,22,6,swac,Prairie View,39,,byron_rimm,0
2014,1342,64,45,35,68,7,22,11,13,4,3,15,1,big_south,Presbyterian,16,,gregg_nibert,0
2014,1343,71,45,36,72,8,24,14,11,6,3,17,9,ivy,Princeton,39,,mitch_henderson,0
2014,1344,73,43,35,78,12,24,14,12,6,5,17,10,big_east,Providence,39,W11,ed_cooley,1
2014,1345,72,43,33,67,14,25,13,12,6,5,21,3,big_ten,Purdue,39,,matt_painter,0
2014,1346,79,42,35,71,17,29,13,13,4,5,20,10,maac,Quinnipiac,25,,tom_moore,0
2014,1347,76,47,35,70,11,23,12,11,7,4,19,11,big_south,Radford,39,,mike_jones,0
2014,1348,68,44,32,65,11,25,12,14,5,5,20,3,a_ten,Rhode Island,39,,dan_hurley,0
2014,1349,61,41,32,64,7,24,14,13,4,2,19,2,cusa,Rice,39,,ben_braun,0
2014,1350,67,42,32,67,9,23,11,11,6,4,19,7,a_ten,Richmond,39,,chris_mooney,0
2014,1351,74,44,40,73,11,23,12,13,6,3,20,8,maac,Rider,39,,kevin_baggett,0
2014,1352,72,44,38,73,11,22,12,11,7,2,18,9,nec,Robert Morris,39,,andrew_toole,0
2014,1353,70,42,33,70,12,23,12,13,6,4,21,2,aac,Rutgers,39,,eddie_jordan,0
2014,1354,62,39,28,66,14,23,12,15,5,3,20,2,meac,S Carolina St,39,,murray_garvin,0
2014,1355,72,44,34,77,10,25,13,12,5,3,18,8,summit,S Dakota St,18,,scott_nagy,0
2014,1356,66,45,33,68,11,22,10,12,7,2,19,5,mvc,S Illinois,39,,barry_hinson,0
2014,1357,70,41,33,69,12,22,13,12,5,2,20,4,nec,Sacred Heart,24,,anthony_latina,0
2014,1358,74,45,38,67,12,22,15,13,7,3,22,12,southland,Sam Houston St,37,,jason_hooten,0
2014,1359,70,47,33,67,9,22,13,13,6,3,21,3,southern,Samford,39,,bennie_seltzer,0
2014,1360,66,44,38,69,9,23,11,12,5,4,19,7,wcc,San Diego,39,,bill_grier,0
2014,1361,68,43,34,66,13,24,9,10,7,5,17,14,mwc,San Diego St,39,Z04,steve_fisher,1
2014,1362,74,47,37,64,11,24,14,12,5,2,19,8,wcc,San Francisco,38,,rex_walters,0
2014,1363,61,37,33,72,10,25,11,13,4,3,21,3,mwc,San Jose St,39,,dave_wojcik,0
2014,1364,71,46,39,71,10,25,16,11,5,5,19,11,big_west,UC Santa Barbara,39,,bob_williams,0
2014,1365,70,42,36,73,10,21,12,10,6,4,20,7,wcc,Santa Clara,39,,kerry_keating,0
2014,1366,60,42,31,65,11,22,10,16,7,5,21,6,meac,Savannah St,17,,horace_broadnax,0
2014,1367,72,45,32,67,12,25,15,12,6,3,19,7,a_sun,SC Upstate,16,,eddie_payne,0
2014,1368,68,44,37,69,8,23,12,12,4,4,20,4,southland,SE Louisiana,39,,jim_yarbrough,0
2014,1369,81,50,36,69,11,26,16,13,7,4,20,9,ovc,SE Missouri St,32,,dickey_nutt,0
2014,1370,70,42,34,66,13,24,13,14,6,3,22,6,wac,Seattle,15,,cameron_dollar,0
2014,1371,72,45,36,72,8,24,13,12,7,3,20,7,big_east,Seton Hall,39,,kevin_willard,0
2014,1372,76,46,35,71,13,21,16,11,7,3,21,16,southland,SF Austin,37,X12,brad_underwood,1
2014,1373,70,42,32,72,14,24,14,14,6,5,23,5,maac,Siena,39,,jimmy_patsos,0
2014,1374,71,49,37,68,11,26,15,14,8,5,19,8,aac,SMU,39,,larry_brown,0
2014,1375,67,39,33,70,12,25,11,12,5,4,20,1,sun_belt,South Alabama,39,,matthew_graves,0
2014,1376,68,41,38,71,14,22,12,14,6,4,23,5,sec,South Carolina,39,,frank_martin,0
2014,1377,67,43,35,76,8,23,12,13,5,4,17,2,summit,South Dakota,15,,joey_james,0
2014,1378,66,43,26,66,11,24,13,13,6,4,18,5,aac,South Florida,39,,stan_heath,0
2014,1379,71,45,34,70,13,23,13,13,8,2,21,13,cusa,Southern Miss,39,,donnie_tyndall,0
2014,1380,68,44,35,62,11,26,12,14,6,5,22,9,swac,Southern Univ,39,,roman_banks,0
2014,1381,58,40,33,68,8,20,11,14,4,3,23,0,big_sky,Southern Utah,35,,nick_robinson,0
2014,1382,73,46,33,72,13,23,13,13,7,4,20,8,a_ten,St Bonaventure,39,,mark_schmidt,0
2014,1383,69,43,31,68,12,25,12,13,6,5,20,8,nec,St Francis NY,39,,glenn_braica,0
2014,1384,62,41,32,64,9,21,12,11,6,3,16,5,nec,St Francis PA,39,,rob_krimmel,0
2014,1385,73,45,34,70,11,25,13,11,7,8,19,6,big_east,St John's,39,,steve_lavin,0
2014,1386,71,47,38,64,10,26,14,12,4,5,16,13,a_ten,St Joseph's PA,39,W10,phil_martelli,1
2014,1387,70,44,32,71,10,26,14,13,7,4,17,12,a_ten,St Louis,39,Y05,jim_crews,1
2014,1388,72,45,38,71,12,22,12,11,5,3,19,7,wcc,St Mary's CA,39,,randy_bennett,0
2014,1389,63,41,32,70,11,23,10,12,6,4,18,6,maac,St Peter's,39,,john_dunne,0
2014,1390,74,46,37,70,10,25,12,11,5,4,18,9,pac_twelve,Stanford,39,X10,johnny_dawkins,1
2014,1391,62,42,29,66,9,20,12,12,6,4,17,1,a_sun,Stetson,39,,corey_williams,0
2014,1392,72,45,36,72,11,25,13,12,6,3,19,11,aec,Stony Brook,24,,steve_pikiell,0
2014,1393,68,44,33,70,13,22,12,9,8,5,16,11,acc,Syracuse,39,X03,jim_boeheim,1
2014,1394,68,47,37,67,11,22,12,12,7,3,20,7,southland,TAM C. Christi,21,,willis_wilson,0
2014,1395,63,40,32,73,8,21,11,12,6,3,17,3,big_twelve,TCU,39,,trent_johnson,0
2014,1396,74,43,34,71,12,23,14,11,6,4,18,5,aac,Temple,39,,fran_dunphy,0
2014,1397,70,44,33,71,14,25,12,11,5,5,17,7,sec,Tennessee,39,Y11b,cuonzo_martin,1
2014,1398,67,43,29,70,11,22,10,12,5,3,21,2,ovc,Tennessee St,39,,travis_williams,0
2014,1399,70,45,33,67,12,23,12,15,7,4,23,7,ovc,Tennessee Tech,39,,steve_payne,0
2014,1400,74,43,32,66,15,27,13,12,6,6,19,7,big_twelve,Texas,39,Y07,rick_barnes,1
2014,1401,65,43,32,64,9,24,13,11,6,4,18,1,sec,Texas A&M,39,,billy_kennedy,0
2014,1402,60,43,31,67,10,22,11,14,6,3,18,3,sun_belt,Texas St,39,,danny_kaspar,0
2014,1403,68,46,31,73,12,21,11,12,6,4,19,3,big_twelve,Texas Tech,39,,tubby_smith,0
2014,1404,73,42,35,72,11,20,14,11,7,3,21,3,ovc,TN Martin,31,,jason_james,0
2014,1405,79,46,35,73,13,23,15,10,7,3,18,12,mac,Toledo,39,,tod_kowalczyk,0
2014,1406,72,45,36,70,12,27,10,11,4,5,20,8,caa,Towson,39,,pat_skerry,0
2014,1407,67,41,34,66,12,23,11,12,6,2,16,3,sun_belt,Troy,30,,phil_cunningham,0
2014,1408,64,41,35,69,10,23,9,13,5,3,19,5,cusa,Tulane,39,,ed_conroy,0
2014,1409,73,44,33,68,11,26,13,11,7,4,21,10,cusa,Tulsa,39,X13,danny_manning,1
2014,1410,65,41,28,66,11,22,12,12,7,2,21,6,wac,UTRGV,39,,dan_hipsher,0
2014,1411,75,46,36,71,11,25,14,13,5,4,17,10,swac,TX Southern,39,Y16b,mike_davis,1
2014,1412,72,41,30,66,16,28,12,13,5,4,18,6,cusa,UAB,39,,jerod_haase,0
2014,1413,69,43,35,69,8,19,11,12,5,2,20,3,big_west,UC Davis,19,,jim_les,0
2014,1414,69,47,36,63,11,27,15,13,5,6,19,11,big_west,UC Irvine,39,,russ_turner,0
2014,1415,67,43,30,69,10,23,11,13,6,4,20,2,big_west,UC Riverside,22,,jim_wooldridge,0
2014,1416,71,43,33,61,14,23,12,14,7,4,18,3,aac,UCF,39,,donnie_jones,0
2014,1417,82,49,39,75,10,26,17,11,9,3,18,10,pac_twelve,UCLA,39,X04,steve_alford,1
2014,1418,80,46,37,66,14,24,13,14,7,4,21,10,sun_belt,Louisiana,39,Z14,bob_marlin,1
2014,1419,64,42,31,63,11,24,12,13,6,3,19,4,sun_belt,ULM,39,,keith_richard,0
2014,1420,65,40,31,66,11,22,12,15,8,3,23,1,aec,UMBC,37,,aki_thomas,0
2014,1421,77,45,38,75,11,25,12,14,7,6,19,6,big_south,UNC Asheville,37,,nicholas_mcdevitt,0
2014,1422,69,43,34,69,10,25,11,14,6,2,22,5,southern,UNC Greensboro,32,,wes_miller,0
2014,1423,62,40,28,65,12,23,11,12,6,4,19,3,caa,UNC Wilmington,39,,buzz_peterson,0
2014,1424,71,44,33,65,13,27,13,11,5,6,16,8,mwc,UNLV,39,,dave_rice,0
2014,1425,70,44,29,67,11,26,12,14,5,4,20,3,pac_twelve,USC,39,,andy_enfield,0
2014,1426,75,43,34,71,11,25,12,13,5,4,20,6,sun_belt,UT Arlington,39,,scott_cross,0
2014,1427,68,42,33,70,12,22,10,16,6,2,21,1,cusa,UT San Antonio,39,,brooks_thompson,0
2014,1428,72,47,34,74,9,25,15,12,6,5,17,3,pac_twelve,Utah,39,,larry_krystkowiak,0
2014,1429,69,45,41,74,10,25,16,11,3,4,18,5,mwc,Utah St,39,,stew_morrill,0
2014,1430,66,43,34,76,9,24,14,11,5,3,17,7,wac,Utah Valley,19,,dick_hunsaker,0
2014,1431,69,47,33,68,10,26,13,13,5,4,18,9,cusa,UTEP,39,,tim_floyd,0
2014,1433,75,42,35,67,14,24,13,12,11,4,20,11,a_ten,VCU,39,X05,shaka_smart,1
2014,1434,70,45,35,73,10,25,12,15,5,5,22,5,horizon,Valparaiso,39,,bryce_drew,0
2014,1435,65,43,32,66,10,25,13,13,5,4,17,5,sec,Vanderbilt,39,,kevin_stallings,0
2014,1436,71,47,39,73,10,24,13,12,7,4,18,11,aec,Vermont,39,,john_becker,0
2014,1437,79,46,36,71,11,26,16,12,7,4,20,13,big_east,Villanova,39,W02,jay_wright,1
2014,1438,66,45,36,66,11,25,13,10,5,4,16,13,acc,Virginia,39,W01,tony_bennett,1
2014,1439,63,41,36,65,11,26,11,13,3,5,17,1,acc,Virginia Tech,39,,james_johnson,0
2014,1440,83,43,31,69,14,27,13,10,7,6,19,6,big_south,VMI,39,,duggar_baucom,0
2014,1441,73,42,35,72,13,22,12,12,7,5,23,8,southern,W Carolina,39,,larry_hunter,0
2014,1442,59,44,34,68,7,22,11,14,5,3,19,3,summit,W Illinois,39,,jim_molinari,0
2014,1443,68,41,33,65,13,24,11,14,5,2,19,7,sun_belt,WKU,39,,ray_harper,0
2014,1444,72,47,33,72,10,25,11,14,6,3,18,10,mac,W Michigan,39,X14,steve_hawkins,1
2014,1447,71,42,34,74,13,26,12,13,6,6,20,9,nec,Wagner,39,,bashir_mason,0
2014,1448,70,45,33,65,10,24,13,12,5,4,19,3,acc,Wake Forest,39,,jeff_bzdelik,0
2014,1449,74,45,34,76,11,23,13,11,5,3,19,3,pac_twelve,Washington,39,,lorenzo_romar,0
2014,1450,62,40,33,66,10,23,10,11,5,3,18,2,pac_twelve,Washington St,39,,ken_bone,0
2014,1451,72,47,39,74,8,25,13,12,4,4,18,5,big_sky,Weber St,39,Z16,randy_rahe,1
2014,1452,78,44,38,72,12,24,13,10,6,3,21,6,big_twelve,West Virginia,39,,bob_huggins,0
2014,1453,74,47,34,72,11,25,15,12,7,7,17,11,horizon,WI Green Bay,39,,brian_wardle,0
2014,1454,70,43,33,73,10,24,13,14,6,2,18,14,horizon,WI Milwaukee,33,W15,rob_jeter,1
2014,1455,75,46,35,73,12,27,13,10,7,5,17,17,mvc,Wichita St,39,Y01,gregg_marshall,1
2014,1456,72,48,40,69,8,23,14,11,5,3,16,10,caa,William & Mary,39,,tony_shaver,0
2014,1457,72,44,39,72,10,22,11,13,6,2,20,8,big_south,Winthrop,37,,pat_kelsey,0
2014,1458,74,46,37,74,9,24,12,8,5,4,15,12,big_ten,Wisconsin,39,Z02,bo_ryan,1
2014,1459,65,44,36,66,11,22,12,10,6,2,18,11,southern,Wofford,28,Y15,mike_young,1
2014,1460,66,45,36,74,7,22,13,13,7,3,20,7,horizon,Wright St,36,,billy_donlon,0
2014,1461,65,47,36,72,5,24,12,10,4,4,17,4,mwc,Wyoming,39,,larry_shyatt,0
2014,1462,72,47,35,69,11,25,15,12,6,3,20,6,big_east,Xavier,39,Y12b,chris_mack,1
2014,1463,66,41,30,70,12,23,11,13,6,4,20,7,ivy,Yale,39,,james_jones,0
2014,1464,75,45,35,73,8,23,15,11,6,2,19,4,horizon,Youngstown St,39,,jerry_slocum,0
2015,1101,61,40,38,73,8,20,12,13,6,1,21,3,southland,Abilene Chr,10,,joe_golding,0
2015,1102,65,47,35,66,9,21,15,12,6,2,18,3,mwc,Air Force,39,,dave_pilipovich,0
2015,1103,67,41,35,66,12,24,12,12,6,4,19,6,mac,Akron,39,,keith_dambrot,0
2015,1104,67,44,32,72,10,23,10,12,6,4,19,5,sec,Alabama,39,,anthony_grant,0
2015,1105,61,39,29,65,12,22,12,14,6,2,20,5,swac,Alabama A&M,24,,willie_hayes,0
2015,1106,71,43,35,65,13,26,13,14,6,4,18,10,swac,Alabama St,39,,lewis_jackson,0
2015,1107,66,44,36,76,10,24,10,12,6,2,16,12,aec,SUNY Albany,24,W14,will_brown,1
2015,1108,63,39,28,66,11,21,9,12,6,3,18,2,swac,Alcorn St,39,,luther_riley,0
2015,1110,59,46,37,71,6,19,12,11,6,3,15,9,patriot,American Univ,39,,mike_brennan,0
2015,1111,63,40,32,71,11,23,11,14,4,2,19,5,sun_belt,Appalachian St,39,,jim_fox,0
2015,1112,76,49,36,70,11,26,14,11,7,4,18,14,pac_twelve,Arizona,39,Z02,sean_miller,1
2015,1113,69,44,35,67,11,24,13,14,6,2,19,2,pac_twelve,Arizona St,39,,herb_sendek,0
2015,1114,69,42,34,71,10,24,12,10,6,3,19,4,sun_belt,Ark Little Rock,39,,steve_shields,0
2015,1115,60,40,33,68,10,19,10,15,9,3,19,7,swac,Ark Pine Bluff,25,,george_ivory,0
2015,1116,78,45,35,72,13,23,16,12,8,5,19,9,sec,Arkansas,39,Z05,mike_anderson,1
2015,1117,63,40,32,70,11,25,11,14,5,3,17,6,sun_belt,Arkansas St,39,,john_brady,0
2015,1119,71,44,32,68,11,24,14,13,6,4,21,8,patriot,Army,39,,zach_spiker,0
2015,1120,68,40,35,67,10,21,10,13,7,2,20,6,sec,Auburn,39,,bruce_pearl,0
2015,1122,64,40,30,66,12,22,12,14,6,4,18,2,ovc,Austin Peay,39,,dave_loos,0
2015,1123,64,42,34,70,10,22,12,14,5,2,19,1,mac,Ball St,39,,james_whitford,0
2015,1124,69,43,38,67,14,24,14,12,8,4,17,8,big_twelve,Baylor,39,Z03,scott_drew,1
2015,1125,74,47,38,69,9,24,15,14,6,2,16,10,ovc,Belmont,24,W15,rick_byrd,1
2015,1126,57,39,29,71,11,21,8,14,5,3,20,5,meac,Bethune-Cookman,39,,gravelle_craig,0
2015,1127,57,39,31,66,9,22,8,14,6,2,18,1,aec,Binghamton,22,,tommy_dempsey,0
2015,1129,70,45,39,73,9,24,12,10,6,2,17,12,mwc,Boise St,39,W11a,leon_rice,1
2015,1130,66,45,32,71,8,22,13,12,6,3,19,4,acc,Boston College,39,,jim_christian,0
2015,1131,68,45,37,70,9,23,12,12,5,2,18,5,patriot,Boston Univ,39,,joe_jones,0
2015,1132,67,44,34,72,11,24,12,12,7,4,17,9,mac,Bowling Green,39,,chris_jans,0
2015,1133,56,37,30,67,11,22,9,13,7,3,20,2,mvc,Bradley,39,,geno_ford,0
2015,1135,65,42,31,70,10,25,11,15,4,4,19,4,ivy,Brown,39,,mike_martin_brn,0
2015,1136,66,42,35,75,10,23,12,12,5,2,18,7,nec,Bryant,15,,tim_o'shea,0
2015,1137,68,44,38,70,10,23,13,11,4,3,19,7,patriot,Bucknell,39,,david_paulsen,0
2015,1138,75,44,34,72,13,26,13,11,8,4,18,12,mac,Buffalo,32,Y12,bobby_hurley,1
2015,1139,70,44,36,68,12,25,12,11,6,3,18,9,big_east,Butler,39,Y06,chris_holtmann,1
2015,1140,82,46,38,77,12,26,16,12,7,3,21,11,wcc,BYU,39,Z11a,dave_rose,1
2015,1141,75,46,37,73,10,22,13,10,7,2,18,7,mac,C Michigan,39,,keno_davis,0
2015,1142,60,39,32,67,12,22,10,9,5,3,17,6,big_west,Cal Poly,29,,joe_callero,0
2015,1143,67,44,36,65,9,26,12,11,4,4,19,7,pac_twelve,California,39,,cuonzo_martin,0
2015,1144,62,42,36,62,9,20,12,13,7,3,18,1,big_south,Campbell,39,,kevin_mcgeehan,0
2015,1145,64,40,32,71,12,23,14,12,7,3,18,7,maac,Canisius,39,,jim_baron,0
2015,1146,65,42,35,68,9,22,12,18,6,4,21,0,southland,Cent Arkansas,17,,russ_pennell,0
2015,1148,59,40,32,71,11,23,11,14,5,4,14,1,nec,Central Conn,37,,howie_dickenman,0
2015,1149,72,41,34,71,13,24,12,11,7,2,17,6,big_south,Charleston So,39,,barclay_radebaugh,0
2015,1150,74,46,38,65,12,25,14,14,6,2,17,7,cusa,Charlotte,39,,alan_major,0
2015,1151,70,44,34,69,11,23,12,13,6,6,20,7,southern,Chattanooga,39,,will_wade,0
2015,1152,55,37,30,68,12,20,9,15,8,3,22,1,wac,Chicago St,39,,tracy_dildy,0
2015,1153,62,45,33,67,11,23,12,13,7,5,15,7,aac,Cincinnati,39,Y08,mick_cronin,1
2015,1154,62,44,40,77,9,19,12,13,4,2,15,3,southern,Citadel,39,,chuck_driesell,0
2015,1155,63,41,30,68,12,24,11,12,5,5,16,5,acc,Clemson,39,,brad_brownell,0
2015,1156,65,44,37,69,10,22,13,12,7,3,19,6,horizon,Cleveland St,39,,gary_waters,0
2015,1157,70,44,35,70,12,25,11,12,6,3,17,10,big_south,Coastal Car,37,Z16,cliff_ellis,1
2015,1158,59,40,34,66,10,23,10,12,6,3,21,4,caa,Col Charleston,32,,earl_grant,0
2015,1159,65,48,40,70,7,23,13,12,5,3,17,6,patriot,Colgate,39,,matt_langel,0
2015,1160,69,44,34,72,11,26,11,13,6,4,18,4,pac_twelve,Colorado,39,,tad_boyle,0
2015,1161,72,44,35,68,12,26,15,11,6,3,17,12,mwc,Colorado St,39,,larry_eustachy,0
2015,1162,63,43,36,71,10,22,12,12,5,4,18,4,ivy,Columbia,39,,kyle_smith,0
2015,1163,64,44,35,71,10,24,12,12,5,5,16,9,aac,Connecticut,39,,kevin_ollie,0
2015,1164,71,39,35,69,10,21,13,14,7,3,21,4,meac,Coppin St,38,,michael_grant,0
2015,1165,61,39,30,75,8,24,10,12,6,5,19,5,ivy,Cornell,39,,bill_courtney,0
2015,1166,67,42,35,73,11,24,14,12,4,2,18,5,big_east,Creighton,39,,greg_mcdermott,0
2015,1167,61,41,32,72,11,23,12,12,5,2,21,5,wac,CS Bakersfield,16,,rod_barnes,0
2015,1168,64,41,32,69,10,24,10,13,5,2,19,3,big_west,CS Fullerton,39,,dedrique_taylor,0
2015,1169,64,42,33,77,9,24,13,13,5,4,18,2,big_west,CS Northridge,33,,reggie_theus,0
2015,1170,70,48,41,74,8,21,14,11,7,2,17,7,big_sky,CS Sacramento,32,,brian_katz,0
2015,1171,63,44,35,65,10,22,12,13,8,4,19,6,ivy,Dartmouth,39,,paul_cormier,0
2015,1172,79,47,39,70,10,25,17,10,5,3,19,10,a_ten,Davidson,39,X10,bob_mckillop,1
2015,1173,68,46,35,68,7,24,14,11,7,3,16,9,a_ten,Dayton,39,W11b,archie_miller,1
2015,1174,66,41,35,69,10,25,13,12,4,4,17,5,caa,Delaware,39,,monte_ross,0
2015,1175,69,41,35,71,12,26,12,14,5,4,17,12,meac,Delaware St,39,,keith_walker,0
2015,1176,62,48,38,77,5,19,15,11,6,2,20,3,summit,Denver,25,,joe_scott,0
2015,1177,69,44,35,72,9,21,12,13,7,4,21,3,big_east,DePaul,39,,oliver_purnell,0
2015,1178,69,44,38,69,10,23,13,13,7,3,21,5,horizon,Detroit,39,,ray_mccallum,0
2015,1179,59,45,41,77,6,20,12,13,4,2,16,1,mvc,Drake,39,,ray_giacoletti,0
2015,1180,60,39,33,74,9,22,11,11,5,4,17,6,caa,Drexel,39,,bruiser_flint,0
2015,1181,81,50,39,69,12,25,16,11,7,4,16,14,acc,Duke,39,X01,mike_krzyzewski,1
2015,1182,71,45,36,63,11,25,15,12,5,3,18,3,a_ten,Duquesne,39,,jim_ferry,0
2015,1183,62,44,36,64,8,22,13,12,6,4,17,8,ovc,E Illinois,39,,jay_spoonhour,0
2015,1184,69,45,34,78,7,20,14,12,9,3,17,8,ovc,E Kentucky,39,,jeff_neubauer,0
2015,1185,68,41,32,71,11,24,10,12,8,4,20,5,mac,E Michigan,39,,rob_murphy,0
2015,1186,79,47,40,71,10,24,13,11,6,5,18,13,big_sky,E Washington,39,X13,jim_hayford,1
2015,1187,62,42,36,68,10,21,13,11,6,2,17,3,aac,East Carolina,39,,jeff_lebo,0
2015,1188,65,42,37,66,10,23,12,14,6,4,18,1,ovc,SIUE,15,,lennox_forrester,0
2015,1189,68,41,34,68,10,23,11,13,6,1,21,7,caa,Elon,24,,matt_matheny,0
2015,1190,71,42,37,72,10,23,12,13,8,3,20,6,southern,ETSU,39,,murry_bartow,0
2015,1191,68,47,34,74,8,24,15,13,5,4,17,8,mvc,Evansville,39,,marty_simmons,0
2015,1192,66,40,32,69,10,19,11,13,9,3,23,4,nec,F Dickinson,39,,greg_herenda,0
2015,1193,60,39,32,72,9,22,10,13,5,4,19,3,maac,Fairfield,39,,sydney_johnson,0
2015,1194,62,42,35,68,9,22,10,13,4,3,18,2,cusa,FL Atlantic,30,,michael_curry,0
2015,1195,68,43,34,68,12,25,14,12,6,4,17,8,a_sun,FL Gulf Coast,16,,joe_dooley,0
2015,1196,64,43,32,63,11,23,13,12,7,4,17,5,sec,Florida,39,,billy_donovan,0
2015,1197,55,37,28,65,10,22,8,14,5,2,18,0,meac,Florida A&M,39,,byron_samuels,0
2015,1198,62,44,31,64,10,24,11,15,7,4,18,8,cusa,Florida Intl,36,,anthony_evans,0
2015,1199,67,46,31,67,10,24,12,14,5,5,19,5,acc,Florida St,39,,leonard_hamilton,0
2015,1200,64,41,30,72,12,24,12,15,7,4,19,2,a_ten,Fordham,39,,tom_pecora,0
2015,1201,63,42,31,69,9,22,10,11,7,4,21,4,mwc,Fresno St,39,,rodney_terry,0
2015,1202,63,43,33,67,9,22,10,13,5,3,18,4,southern,Furman,39,,niko_medved,0
2015,1203,67,44,35,68,12,25,12,12,5,4,16,9,a_ten,G Washington,39,,mike_lonergan,0
2015,1204,66,41,31,66,12,24,11,12,7,3,17,9,sun_belt,Ga Southern,39,,mark_byington,0
2015,1205,73,44,34,67,11,24,15,12,6,2,16,8,big_south,Gardner Webb,21,,tim_craft,0
2015,1206,63,42,32,67,13,23,10,14,6,4,21,2,a_ten,George Mason,39,,paul_hewitt,0
2015,1207,71,45,35,70,11,24,13,13,8,5,20,8,big_east,Georgetown,39,X04,john_thompson_iii,1
2015,1208,68,44,34,69,11,27,13,13,6,5,18,9,sec,Georgia,39,W10,mark_fox,1
2015,1209,71,47,32,73,9,23,13,11,9,4,18,12,sun_belt,Georgia St,39,Z14,ron_hunter,1
2015,1210,63,41,27,65,14,24,12,13,6,3,17,4,acc,Georgia Tech,39,,brian_gregory,0
2015,1211,78,52,41,69,10,28,16,11,6,3,17,17,wcc,Gonzaga,39,X02,mark_few,1
2015,1212,51,36,28,65,10,22,8,17,5,2,19,0,swac,Grambling,39,,shawn_walker,0
2015,1213,68,44,35,72,9,22,12,11,5,3,20,4,wac,Grand Canyon,10,,dan_majerle,0
2015,1214,67,41,30,65,12,25,11,14,7,4,22,10,meac,Hampton,28,Y16a,edward_joyner,1
2015,1216,61,40,33,70,9,22,12,12,6,2,19,7,aec,Hartford,39,,john_gallagher,0
2015,1217,63,43,34,71,10,24,13,12,7,5,16,10,ivy,Harvard,39,Z13,tommy_amaker,1
2015,1218,72,44,33,69,12,23,13,13,9,4,20,8,big_west,Hawaii,39,,benjy_taylor,0
2015,1219,71,46,39,73,10,23,14,11,6,3,16,11,big_south,High Point,24,,scott_cherry,0
2015,1220,78,45,37,70,12,25,15,11,8,3,19,12,caa,Hofstra,39,,joe_mihalich,0
2015,1221,65,41,34,72,10,20,11,11,7,5,19,4,patriot,Holy Cross,39,,milan_brown,0
2015,1222,64,39,32,68,13,23,12,13,6,4,18,4,aac,Houston,39,,kelvin_sampson,0
2015,1223,69,43,32,73,13,23,11,15,6,3,21,2,southland,Houston Chr,39,,ron_cottrell,0
2015,1224,61,42,29,70,11,23,8,16,7,4,19,7,meac,Howard,39,,kevin_nickelberry,0
2015,1225,76,46,41,71,10,25,13,12,5,2,21,2,big_sky,Idaho,39,,don_verlin,0
2015,1226,64,44,35,65,10,22,11,12,7,3,18,1,big_sky,Idaho St,39,,bill_evans,0
2015,1227,64,38,32,74,11,22,12,11,6,3,18,3,horizon,IL Chicago,39,,howard_moore,0
2015,1228,69,42,36,79,10,24,12,10,6,3,17,5,big_ten,Illinois,39,,john_groce,0
2015,1229,68,43,35,71,13,23,11,13,7,4,20,11,mvc,Illinois St,39,,dan_muller,0
2015,1230,77,46,35,74,8,24,12,11,8,4,19,7,southland,Incarnate Word,10,,ken_burmeister,0
2015,1231,77,47,40,71,12,24,14,11,5,3,18,5,big_ten,Indiana,39,Y10,tom_crean,1
2015,1232,66,42,36,70,9,23,13,14,6,3,18,5,mvc,Indiana St,39,,greg_lansing,0
2015,1233,80,47,40,70,10,26,16,12,6,4,17,13,maac,Iona,39,,tim_cluess,0
2015,1234,69,43,33,75,13,25,14,11,7,5,16,7,big_ten,Iowa,39,X07,fran_mccaffery,1
2015,1235,78,48,37,70,10,26,16,11,6,4,16,10,big_twelve,Iowa St,39,X03,fred_hoiberg,1
2015,1236,68,46,36,69,8,24,14,12,5,3,16,6,summit,PFW,21,,jon_coffman,0
2015,1237,61,43,30,70,10,22,11,16,7,2,20,5,summit,IUPUI,25,,jason_gardner,0
2015,1238,61,39,27,65,14,23,10,14,6,3,22,5,swac,Jackson St,39,,wayne_brent,0
2015,1239,63,41,36,66,10,21,10,12,6,2,18,2,a_sun,Jacksonville,39,,tony_jasick,0
2015,1240,61,38,30,71,11,22,12,12,6,4,19,1,ovc,Jacksonville St,28,,james_green,0
2015,1241,67,45,37,70,9,23,13,13,6,2,16,7,caa,James Madison,39,,matt_brady,0
2015,1242,71,44,38,72,12,26,13,13,7,5,18,11,big_twelve,Kansas,39,Y02,bill_self,1
2015,1243,63,43,33,68,11,21,13,13,6,2,20,2,big_twelve,Kansas St,39,,bruce_weber,0
2015,1244,62,39,32,73,11,23,10,14,5,3,18,4,a_sun,Kennesaw,18,,jimmy_lallathin,0
2015,1245,66,43,37,65,11,23,11,11,5,4,18,10,mac,Kent,39,,rob_senderoff,0
2015,1246,75,47,35,72,13,25,15,11,7,7,17,15,sec,Kentucky,39,Y01,john_calipari,1
2015,1247,63,42,32,69,10,24,12,13,6,4,18,7,a_ten,La Salle,39,,john_giannini,0
